index,content,industry
165,"Three years ago, Glossier launched the Supers: a triad of shelfie-worthy serums designed to bring the ubiquitous dewy, cool-girl glow to the masses (for $28 a bottle). Though effective and and smart in the concept of cutting through the confusion of serum layering, the Supers never experienced the Glossier hype of say, Boy Brow or the Balm Dotcom.But now, Emily Weiss & Co. are out to change the underwhelming Supers narrative, giving them a second chance to shine (and sell out). They've just reformulated all three Supers by increasing the percentage of key ingredients (while making sure they're still gentle and effective for all skin types), revamping the packaging (now cuter and more colorful), all while remaining loyal to the original goal of simplifying your skin-care routine.AdvertisementWhether you need an introduction or a reintroduction to The Supers, here's the CliffNotes version: There's the hydrating Super Bounce serum — the one in the opaque white bottle — with hyaluronic acid as its hero ingredient.",cosmetics
166,"BMW's next electric vehicle, which will likely be named either the i5 or, appropriately enough, the iNEXT, was spied during testing. These photos don't reveal a lot about the exterior styling of the upcoming electrified crossover, but we do have our first look at the interior of the new BMW. At this point, we have absolutely no details about the powertrain in this new vehicle. All we have are these excellent close-up photos from our spy photographer. Despite the heavily camouflaged front and rear end of the i5/iNEXT, we can more or less clearly see the slim LED headlights, which are evocative of the current i8. Given that this is, after all, a BMW, some familial resemblance to existing BMW i models is to be expected. In addition, we can make out the general roofline and overall shape of the upcoming crossover. There aren't any surprises here – its silhouette looks very similar to BMW's current crossover/SAV lineup.",automotiveEngineering
167,"You can use the best foundation money can buy, but when it comes to smooth, long-lasting makeup that won't crease or flake, there's nothing more important than the canvas you start out with. When prepping your skin for a full face of glam, it's essential to start off by applying one of the best moisturizers for under makeup. And like with any other skin-care product, you want to make sure you're using the right formula for your specific skin type.No matter what your primary skin concern is, you'll want to avoid any night creams or rich moisturizers that will be too heavy to sink into the skin, since that can mess with your makeup application. Instead, look for lightweight hydration, and for optimum priming benefits, you can look for a moisturizer that contains skin-smoothing silicones. Though silicones like dimethicone (the most prominent type of silicone in makeup primers) often find themselves on the questionable ingredients list, many makeup artists recommend the ingredient, and dermatologists note that it's hypoallergenic and noncomedogenic.For dry and dehydrated skin types, opt for a lightweight moisturizer that contains multiple hydrating ingredients like hyaluronic acid or glycerin. And for oily skin, look for a mattifying formula or one that contains acne-fighters like salicylic acid to help keep your pores clear. To brighten and even out your complexion, choose something with vitamin C or gentle exfoliating acids.",cosmetics
168,"Henry County Public Safety agencies will soon have more resources at their disposal to respond to serious public threats and urgent safety matters after the Henry County Board of Commissioners approved a resolution to purchase a Leno BearCat, 30 3M PELTOR ultra-light weight helmets equipped with technology and 10 night vision goggles for the Henry County Police Department. The action came the May 7 Commission meeting.The BearCat, an armored multi-use vehicle will be used for high risk calls like an active shooter or barricaded gunman, and will allow HCPD SWAT to engage, neutralize or eliminate a threat on the scene while increasing survivability and visibility for other officers. The helmets have push to talk capabilities that allow SWAT officers to speak to one another and not be heard by suspects or the public and the night vision goggles that are also being purchased will allow officers to see images in total darkness.Deputy County Manager Brad Johnson presented the resolution to the Board, talked about planning and implementation stages to attain capital equipment for HCPD and referenced both the county’s extensive week-long FEMA training last summer and the recent police standoff that took place last month.",publicSecurity
169,"Captain D’s announced today the opening of its newest franchised location in Lincolnton, North Carolina. Located at 1151 E. Main St., the Lincolnton restaurant marks Captain D’s 26th restaurant in the state as the brand quickly accelerates its growth across the Southeast. Leading Captain D’s North Carolina expansion is Shawn Eby, founder and chief executive officer of Goalz Restaurant Group. This March, Eby opened his first Captain D’s restaurant in Pooler, Georgia and is set to expand in Lincolnton and beyond, with plans to debut locations in Lancaster, South Carolina and Shelbyville, Kentucky later this year. “We have tremendous momentum going now with our first two Captain D’s restaurants open and two more in the pipeline slated to open before the end of the year. This has been made possible by having such a supportive franchisor like Captain D’s helping to guide us as we set out to achieve our growth goals,” says Eby.",cateringServices
170,"Downtown Boston’s Forthcoming Food Hall Reveals Killer Chef Lineup: Tiffani Faison will have two restaurants at High Street Place, opening this fall. Fish-Shaped Ice Cream Cones Arrive in the Seaport District: Taiyaki NYC brings its fish cones and unicorn floats to Boston — and its wiggly, jiggly souffle pancakes will arrive a bit later. Suburban Boston Dining News, Updated Weekly: A round-up of restaurant openings, closings, and other news outside of the immediate Boston vicinity. Forthcoming Fenway Food Hall’s Lineup Becomes Even More Stacked: Time Out Market Boston will be full of local restaurateurs. Beer News From Boston and Beyond, Updated Weekly: Brewery openings, beer gardens, and more, with some cider, wine, and liquor news thrown in for good measure. New England Dining News Beyond Massachusetts, Updated Weekly: Restaurant openings, closings, and other news in Portsmouth, Portland, Providence, and beyond.",cateringServices
171,"Right off the heels of her best-selling lip kits, model Ashley Graham just released the new Revlon Gel Envy Lingerie x Ashley Graham collection of nail polish inspired by natural-colored underthings. These aren’t your mom’s lingerie shades, though. These are sexy and shimmery and great for all skin tones. Graham announced the launch on Instagram, saying: “Can’t wait for you all to try my newest @revlon collab… the ColorStay #GelEnvy Lingerie nail polish collection  these are the perfect nude shades!” You’ve even seen one shade from the collection already. To go with her killer Dapper Dan x Gucci suit dress at the Met Gala, Graham rocked a hue from the line with red sparkles down the middle of her nails. We’re not exactly sure what color it is but it looks like Bare It Girl, a pretty light shade that makes the perfect base for her sparkly nail art.",cosmetics
172,"Drexel University Emergency Medical Services (Drexel EMS). Drexel University Emergency Medical Services (Drexel EMS) is a volunteer student organization that provides emergency medical care to Drexel’s University City Campus and the immediate community. This team is comprised of Emergency Medical Technicians (EMTs), First Responders, and support staff; advised by members of the Drexel Department of Public Safety and the Drexel College of Medicine’s Division of Emergency Medical Services. Certified by the Pennsylvania Department of Health as a Quick Response Service (QRS), Drexel EMS currently consists of 50 emergency response-trained students. Within the past year, Drexel EMS provided a total of 5,722 hours of service and responded to 190 medical emergencies. Drexel EMS frequently works overnight shifts on the University City Campus and provides standby emergency medical services for many University City Campus events, such as sporting events, concerts, ceremonies, open houses, accepted student days and occasional city-wide events like the Broad Street Run.",publicSecurity
173,"MADISON (WKOW) — The Madison Mallards announced they are ending a promotional relationship with the restaurant chain Chick-fil-A. “For nineteen years, the Mallards have prided ourselves on building an experience focused on fun and inclusion while working hard to stay away from the sometimes negative energy that can surround day-to-day life around us,” the Mallards said in a Facebook post. “In that spirit, today we are announcing that we are ending our relationship with Chick-fil-A.”
The baseball team cited the restaurant’s “support of anti-LGBTQ organizations.”
“We made a mistake not realizing the negative impact of our decision and the people this would offend and for that, we sincerely apologize,” the Mallards said. “For the record, we are and always have been supportive of everyone’s lifestyle and we support our LGBTQ friends without question.”
Team president Vern Stenman tells 27 News the promotional partnership with Chick-fil-A was struck last week, with the Mallards’s mascot visiting a Madison restaurant location, and plans for attendees of certain games to receive special team and restaurant deals.",cateringServices
174,"PLAINVILLE, CT (WFSB) – The Dept. of Consumer Protection has issued a suspension for a Plainville bar after a motorcycle gang fight broke out recently.On Tuesday, DCP issued a suspension for the Central Café, located on 54 West Main St.The suspension comes after a fight broke out among motorcycle gang members on May 16. Police say two people were injured, and while there were no arrests, they're still investigating.Central Café will remain closed and under suspension, indefinitely.The bar's owner said some of the allegations were exaggerated, and emphasized that they're not a ""biker gang bar. ""In a statement, DCP Commissioner Michelle Seagull said ""Patrons in Connecticut should be able to feel safe when they visit liquor establishments in our state, and this type of incident puts that safety in jeopardy. We take these matters very seriously at DCP, and I look forward to a resolution.Just a year ago, Central Cafe was basking in the glory of being awarded ""Plainville's Best Neighborhood Bar.""",cateringServices
175,"May at Ulta means it's time to stock up on all of your favorite (and future favorite) shampoos, conditioners, and stylers during the Gorgeous Hair Event. And with two weeks of the sale behind us, there's only one left to save 50 percent on different brands and products each day. Up next: the entire Wella collection, Viviscal supplements, the GHD Classic 1"" Purple Styler, and both hair-care and styling tools from Eva NYC. But remember: June 1 is the last day.The Dr. Brandt brand has been around for quite a while, but it hasn't slowed down in creating award-worthy skin-care products. And from now until Friday, May 31, you can get those products for 35 percent less than usual with the code MD19. May we suggest the 2018 Allure Best of Beauty winner, Needles No More No More Baggage eye de-puffing gel? Nomally $42, it's just $27 for the week.Now is a great time to try one of those cult-favorite products be The Better Skin Co. that your friend has been raving about nonstop — and you get to decide where to buy. Now through Wednesday, May 29, all products are 33 percent off not only on the brand website (use code WOW33) but on Amazon, too.",cosmetics
176,"The Nogales Rotary Club honored 14 standout individuals for their efforts to protect the public’s well-being during the Sixth Annual Santa Cruz County Public Safety Officers Awards Dinner last Friday at the Quality Hotel Americana in Nogales.Oscar Berrellez of the Rio Rico Fired District was nominated as his agency’s representative for his motivation and commitment, as illustrated in one case by his thorough research on a new fire truck purchase for the district, then driving it back from Florida with a co-worker. In addition, when Berrellez wanted to become a certified driver operator but couldn’t find a course offered locally, he located one in Texas and spent many hours studying and driving back and forth to attend the program.The Nogales Fire Department nominated Capt. Rudy Colunga, who serves as apparatus maintenance supervisor at NFD, overseeing preventive maintenance, annual certifications and repairs of the department’s 18 vehicles and associated equipment.",publicSecurity
177,"The A4 represents the core of the brand – after four years in the making, Audi has made the successful midsize model even tauter and sportier. Its exterior is integrated into the brand’s new design language; the large MMI touch display offers the kind of operating experience customers will be familiar with from their smartphone. Many engine options now come with mild-hybrid systems (MHEV) – efficiency and comfort benefit from this broad-based electrification. This also applies to the Audi S4 TDI (combined fuel consumption 6.3 – 6.2 l/100 km (37.3 - 37.9 US mpg)*; combined CO2 emissions 166 – 163 g/km (267.2 – 262.3 g/mi)*, with a V6 TDI under the hood for the first time, a 48-volt main electrical system and an electric powered compressor (EPC), which lends its beefy acceleration even more spontaneity. This combination of power, torque and efficiency makes it unique in the segment.",automotiveEngineering
178,"The DHC Clarifying Pore Cover Base is suitable for all skin types, which might just explain why so many reviewers gave this product five stars in their reviews.Whether oily skin or even combination, this primer was designed with many different skin types in mind but with one goal: Smooth skin. This formula can help to minimize the appearance of large pores, help reduce shine and excess oil. But, before we can even discuss all of the benefits, let’s back up just a bit.Using this primer is extremely simple. After finishing our daily skincare routine, we’d suggest making this primer the first step in all of our makeup routines. Apply a thin layer of this primer all over our faces. Try not to avoid any places where we have extra shine or enlarged pores because this formula was made for those trouble areas. Instead, spread this primer all over any of those visible pores, shiny areas and problematic T-zones!This primer was designed to target those super oily or sweaty areas that only get worse as the day goes on. It’s best to think of this primer as the shield and protection our skin needs. When applied properly, our complexions will look naturally matte for hours without any smudges or unwanted smearing. Plus, our makeup will stay in place in the most natural way.",cosmetics
179,"The Forsyth County Sheriff’s Office will not pursue charges against Alpharetta’s deputy director of public safety, who was suspended by the city last week amid a police investigation into electronic threats and invasion of privacy allegations. Wes McCall, who also serves on the Forsyth County school board, was placed on administrative leave last Wednesday after city officials were alerted to a complaint filed against McCall and others  by their Forsyth County neighbors. Two people filed complaints against McCall and other members of the Pleasant Manor Estates homeowner’s association alleging the HOA members took photos from their social media accounts, cropped them and altered them into different images, a sheriff’s office spokesman said. RELATED: Alpharetta suspends deputy director of public safety amid investigation The photos were then reportedly shared to a group text where neighbors would comment on them, according to the sheriff’s office report. The complaint names eight members of the HOA, including McCall’s wife. Homeowner Ralph Richards told Channel 2 Action News  he filed the complaint after learning that images of himself were being circulated in his Cumming neighborhood. “There were about six images that had been created by stealing pictures of me off my Facebook page and pasting those, morphing those into lewd photographic images,” Richards said.",publicSecurity
180,"Makeup lovers, rejoice: You can now set your makeup while nurturing your skin at the same time. The Bella Jade Botanicals Makeup Setting Spray has quietly become a cult favorite on Amazon — not only is it in the top three best-selling face mists on the retailer’s site (with herbal sprays from better known brand Mario Badescu taking the lead), but it has over 1,800 glowing five-star reviews from shoppers who rave that its results are “remarkable” and “astonishing.”
Made with only nine ingredients, including several tea extracts (green, white, and rooibos), the setting spray is free of parabens, artificial fragrances, and irritating chemicals. Other than the tea extracts, which all have antioxidant and anti-inflammatory benefits, the Bella Jade spray is also made with methylsulfonylmethane (MSM) and dimethylaminoethanol (DMAE). Those two ingredients may sound scary, but they’re actually naturally occurring compounds found in plants and fruits.",cosmetics
181,"The Merced County California GIS Department, along with its Public Safety Communications Division, awarded DATAMARK the nearly $109,000 contract to develop a master road and address database for use by public safety agencies and enterprise planning committees. The project, which goes through December 2019, will leverage DATAMARK’s expertise in GIS and public safety and DATAMARK VEP to increase both the completeness and accuracy of Merced County’s road and address database for address management and Next Generation 9-1-1 (NG9-1-1) GIS data preparation purposes. DATAMARK will work with Merced County GIS and Public Safety Communications professionals to assess and create the master road and address database from existing sources of address data. In addition to assisting the public safety groups with their current 9-1-1 and computer-aided dispatch (CAD) systems, the newly created database advances Merced County’s readiness for the transition to NG9-1-1. Enterprise planning groups will also leverage the complete and accurate address database to better serve roads, assessors, election and planning committees. “I first met DATAMARK at an NG9-1-1 educational workshop and conversations continued from there about how Merced County can be proactive about implementing GIS data for NG9-1-1,” said Gene Barrera, GIS Manager, Merced County.",publicSecurity
182,"BMW has unveiled the recreation of a classic concept car from 1970 at the Concorso d’Eleganza Villa d’Este. The car is called the BMW Garmisch, and Marcello Gandini designed it for Bertone. The original car vanished after its debut at the Geneva Motor Show in 1970.BMW says that from the early days of the brand, it was inspired and influenced by Italian design and coachbuilding culture. Bertone developed the original BMW Garmisch as an independent design proposal meant to show off its creativity. The idea was from Nuccio Bertone himself wanting to consolidate the relationship with BMW with a surprise show car for Geneva in 1970.One key aspect to the design of the Garmisch was a vertical and somewhat angular variation of the BMW kidney-shaped grille with square, glass-covered headlights. Inside the car has a strange vertical radio that would have been hard to use and a fold out mirror for the passenger along with what looks like a big storage bin.",automotiveEngineering
183,"It’s been upwards of 10 years since a new Chevrolet Trailblazer graced roads in the United States. The portly SUV was dropped in 2009, though a second-generation continued in select overseas markets. Now, the moniker is back as part of GM’s ever-expanding SUV lineup, looking much like a smaller Chevy Blazer and slotting accordingly into Chevrolet’s hierarchy between the entry-level Trax and Equinox.Little is known about the new offering, as Chevrolet dropped a press release on the Trailblazer without including any specific details aside from a slathering of standard-issue driver safety systems. Among them are features like auto emergency braking, lane-keep assist, and lane-departure warning, while other convenience features like parking assist are optional. We’re also told a sporty RS trim will be part of the new Trailblazer line that, aside from the badge, includes a two-tone roof.“The Trailblazer’s great design enables more personalization,” said Steve Majoros, director of Chevrolet passenger car and crossover marketing. “Trailblazer is a continuation of the design language for Chevy’s crossover family and extends our momentum into one of the industry’s fastest-growing segments.”",automotiveEngineering
184,"Enlarge ImageThe C-Class is still mighty good, but its design and tech is now a generation behind. Even as gas prices fluctuate, buyers continue to favor SUVs and crossovers in ever-greater numbers, pushing sedans by the wayside. It's such a strong push that it might cause at least one automaker to move its sedan manufacturing outside US borders to make room for more utility vehicles.Despite its position as its best-selling sedan in the US, Mercedes-Benz might move C-Class production out of its Alabama plant, Automotive News reports, citing sources ""familiar with the situation."" Mercedes-Benz declined to comment to AN. The C-Class came here in 2014, a five-year process that, according to the report, was met with much pearl-clutching from German unions.The reason for its departure is simple -- even though it still sells well, other cars sell better.",automotiveEngineering
185,"The Merced County California GIS Department, along with its Public Safety Communications Division, awarded DATAMARK the nearly $109,000 contract to develop a master road and address database for use by public safety agencies and enterprise planning committees. The project, which goes through December 2019, will leverage DATAMARK’s expertise in GIS and public safety and DATAMARK VEP to increase both the completeness and accuracy of Merced County’s road and address database for address management and Next Generation 9-1-1 (NG9-1-1) GIS data preparation purposes.DATAMARK will work with Merced County GIS and Public Safety Communications professionals to assess and create the master road and address database from existing sources of address data. In addition to assisting the public safety groups with their current 9-1-1 and computer-aided dispatch (CAD) systems, the newly created database advances Merced County’s readiness for the transition to NG9-1-1. Enterprise planning groups will also leverage the complete and accurate address database to better serve roads, assessors, election and planning committees.",publicSecurity
186,"Horry County Council passed the second of three readings of their budget for the next fiscal year during their regularly scheduled meeting Tuesday in Conway. The vote was 10-2. The two council members who voted against it were Tyler Servant and Harold Worley. The main highlights of the budget include a slight tax increase, good pay raises for county staff and bonuses for public safety staff. Under the budget, all county employees would receive a 4.4% pay raise. Public safety employees would receive bonuses based on how long they’ve been working with the county. For example, if a police officer has been with Horry County Police Department for 10 years, they’d receive a $5,000 bonus. Officers with two years of experience would get a $1,000 raise. The budget includes a tax increase in order to pay for public safety improvements, but county leaders said it’s a small enough increase to make it worth it. “The majority of citizens don’t mind paying an extra fee or a small tax increase as long as they are getting a service that they want,” councilman Al Allen said. For a $200,000 home, the tax increase will only be between $10 to $15 more per year.",publicSecurity
187,"There’s something about warm weather that makes me want to put away all the matte makeup and instead go for dewy, glossy textures and hydrating formulas. The new Milk Makeup Glow Oils check all those boxes and more. They’re made to wear on your cheeks as a glowy blush or on your lips to look like you just ate a popsicle—in the best way ever of course. It’s also an easy way to get that monochromatic makeup look that’s been trending season after season. Monochromatic is my go-to makeup trend, mostly out of ease (or laziness) of creating a full-face with one product. There are five pretty Glow Oil shades to choose from in cute mini sizes. Each contains antioxidant-rich rice bran oil to give skin all the hydration along with sheer color. There’s Solar (a watermelon shimmer), Astro (a plum shimmer), Flare (a coral shimmer), Glimmer (a mauve shimmer) and Halo (a bright pink shimmer).",cosmetics
188,"There’s a new food cart in downtown Peoria for lunch-goers. The pork brisket nachos and burgers are doing more than filling up peoples’ stomachs. They’re helping people with developmental disabilities get a shot at independence. The Tazewell County Resource Center (TCRC) is expanding their food services and catering program to include the food cart on Adams St. across from the old Caterpillar HQ. The TCRC employs people like Ray Thurston, so they can learn real job skills, customer service, and independence. “I’m happy to the money, I’m happy that I enjoy working with people,” said Thurston, “I’m proud things are going good for me and I’m very happy here.”  Thurston said he’s glad to be making some money, and TCRC said the program helps fund their services, so they don’t have to rely on state funding. They currently employ about 20-25 people.",cateringServices
189,"United Kingdom (UK) first responders need to migrate from “sub-optimal” legacy platforms to modern-technology systems such as the Emergency Services Network (ESN), but all key players in the initiatives need to “get our act together” to make the vision a reality, according to a key UK government official. Nick Hurd, UK minister of state for policing and fire, said it is “absolutely critical” for the UK first responders to have access to the kind of modern technological tools that are being used to perpetrate crimes today. “To my mind, policing is at a pivotal stage,” Hurd said yesterday during a keynote speech at the Mission Critical Technologies (MCT) event in London. “The demands on it are well known; there are increasing demands on a smaller system. What is less well known to the public is that the demands have changed. The job is different. What they are policing is different—it’s infinitely more complex. “Of course, underlying this is … accelerated change in what technology makes possible, for good and evil. We can rely on criminals staying on top of the curve. Our responsibility, as the state, is to make sure that the men and women who protect us are not behind the curve.",publicSecurity
190,"Chick-fil-A thinks the future of fast food isn't in the restaurant; it's in your living room. ATLANTA — Chick-fil-A thinks the future of fast food isn’t in the restaurant; it’s in your living room. Last week, the company opened up two prototype restaurants devoted exclusively to fulfilling delivery and catering orders. Over the summer, the company started testing out a meal kit service. Chick-fil-A believes people think about food the way they think about shopping: Why go to a store when you can order online? To stay ahead of that trend, Chick-fil-A is getting creative about how to reach people at home, work and parties — and it’s miles ahead of the competition. “Our mission is to be convenient,” said Luke Pipkin, who works on innovation within the company’s Beyond the Restaurant team, which is dedicated to exploring off-premise opportunities like delivery, catering and meal kits.",cateringServices
191,"OSM Maritime has today moved to address concerns over crew health and quality of life with the launch of a new Catering Service. The global leader in ship management services says poor nutrition can impact upon both crew physical and mental health, which in turn affects overall safety, productivity and performance. It is, the Norway-headquartered firm believes, a serious concern. Critical issue “With growing industry demands in terms of efficiency and workload, added to an increase in screen-based tasks and automation, there’s a real need to ensure crew eat balanced, healthy and interesting meals,” states OSM Maritime Group CEO Bjørn Tore Larsen. “There’s obviously the long-term effects of poor diets, with risks ranging from obesity and high blood pressure through to type-2 diabetes and heart disease, but there’s also day to day dangers to consider. For example sleep problems and fatigue, alongside a lack of energy, motivation and overall job satisfaction.",cateringServices
192,"From the starting line, the hardest thing to miss is how much the redesigned RX is easier on the eyes than its 2019 and older siblings. Updated front and rear fascias have been fitted to the RX. The new shaping and contouring is said to be keyed towards Lexus' new design language – but to us, the subtle modifications feel more like comparing dialects rather than two completely different languages.The new headlights also add to Lexus' revised design. Coined as ""triple-beam"" LED headlights, the housings have been made significantly more compact and sporty in order to flow with the ""pinched"" fascia. Changes to the rear of the RX are far less noticeable, though the taillights have changed by flipping the red and clear portions of the housing from top to bottom.The angled reflectors also change position and become more integrated into the bumper's styling and less obtrusive to the overall look of the SUV. Lexus says that it did add an optional kick sensor to open and close the rear hatch, something which brings it in-line with most new SUVs on the market.While the controversial spindle grille is still present on the vehicle, angular changes have made it appear less aggressive to say the least. Some of the harshest lines have been smoothed out and replaced instead by a series of angled shapes to promote a sense of flowing and modernization over its predecessor. ",automotiveEngineering
193,"Fenty Beauty recently announced that 20-year-old Amandla Stenberg will be its first celebrity beauty ambassador, following Rihanna herself. Stenberg is taking her role seriously, and just dropped her first beauty tutorial. Amandla Stenberg's Fenty Face makeup tutorial shows how the actress uses the Fenty Beauty line to get her glow-infused look. This Fenty Face video is similar to Rihanna's Tutorial Tuesday clips that she has made in the past.The video launched on May 26, and Stenberg shared how she created her own Fenty Face. To begin, Stenberg put on Pro Filt'r Soft Matte Longwear Foundation in 350, which is for tan skin with cool neutral undertones. Stenberg shared in the video that she doesn't tend to use brushes, but since she had ""these gorgeous gorgina brushes"" handy, she was going to make the most of it.After the foundation was brushed on, Stenberg moved onto the Pro Filt'r Instant Retouch Concealer in 350. This time The Hate U Give actress skipped the brush and dabbed the concealer on with her fingers. ""I just like to work it in,"" Stenberg shared as she patted in the formula underneath her eyes and around her mouth.",cosmetics
194,"Dothan's police and fire departments will soon have a new place to train. The Wiregrass Public Safety Center's ""resources will provide law enforcement officers, firefighters and EMTs an unmatched ability to prepare for the rising complexity of today's emergency situations,"" according to the center's website. ""This will open up a whole lot more opportunities for different types of training,"" said Randy Morris, general services director for the city of Dothan. ""It'll keep them from having to go out of town to train on different types of props. People will be coming to Dothan to train instead of us having to go somewhere else."" According to Dothan police Chief Steve Parrish, this will also help smaller departments get high-quality training at a low cost. ""Most of these smaller agencies can't afford to have the training, can't afford to send someone out of town for a two-week interview and interrogation class,"" Police Chief Steve Parrish said.",publicSecurity
195,"The San Antonio Police Department currently currently has 58 vacancies. Ahead of a June 21 goal-setting session for the next budget, San Antonio’s City Council spent time Thursday studying potential budget proposals from the police and fire departments. In the coming weeks, the police and fire departments and other City departments will formally unveil detailed proposed budgets for fiscal year 2020. The City must adopt a total general fund, or daily operations, budget for the next fiscal year by Sept. 30. The fiscal year begins Oct. 1. San Antonio Police Department looks to propose creating 32 new positions. This includes 15 patrol officers citywide, as well as 10 officers and one sergeant to cover newly designated neighborhood nightlife corridors of North St. Mary’s Street, the Pearl, North Main Avenue, and Southtown. SAPD’s staffing proposal also would involve six additional supervisory positions with the Crisis Response Team, which focuses on domestic violence. Police Chief William McManus expressed confidence in the current staffing levels in his department, which has a $492.3 million budget for fiscal year 2019. The current fiscal year has seen a 13 percent increase in filled positions since 2015. The SAPD currently has 58 vacancies, and a total of 2,274 sworn filled positions.",publicSecurity
196,"A federal judge on Friday permanently blocked the Trump administration from imposing conditions that police departments cooperate with immigration authorities to receive law enforcement grants. The Department of Justice exceeded its authority and violated the constitution by requiring grant recipients to allow immigration authorities into jails and provide advance notice before releasing detainees suspected of being in the country illegally, Judge Manuel Real said. Real said he agreed with a related ruling from the 7th U.S. Circuit Court of Appeals in Chicago that said: “The attorney general in this case used the sword of federal funding to conscript state and local authorities to aid in federal civil immigration enforcement. But the power of the purse rests with Congress, which authorized the federal funds at issue and did not impose any immigration enforcement conditions on the receipt of such funds.” As a sanctuary city, Los Angeles does not provide the cooperation required by the grants. City Attorney Mike Feuer sought the permanent injunction in a lawsuit after LA didn’t receive Edward Byrne Memorial Justice Assistance Grants in 2017 for the first time in 20 years. The city had received more than $1 million each year from the grant that goes toward hiring, equipment, training and other needs.",publicSecurity
197,"China has unveiled a prototype maglev train with a top speed of 373 mph (600 km/h). CNN reported that the train was developed by the state-owned China Railway Rolling Stock Corporation (CRRC). The train will undergo a period of further testing before scheduled production in 2021.The commercial maglev train will carry passengers between Shanghai and Beijing. This journey takes approximately 12 hours by car, 4.5 hours by plane, or 5.5 hours with high-speed rail – but with the new train will take only 3.5 hours, CRRC’s deputy chief engineer Ding Sansan told CNN.How can the train go so fast?! Essentially, it floats. Strong magnetic repulsion can both lift the train off of the ground and propel it forward with minimal friction in contrast to traditional trains using wheels on a track. It’s also important that the train body is designed to be lightweight and high strength.",automotiveEngineering
198,"Eagan Rotary named Joe Moseng “Officer of the Year,” and Fire Chief Mike Scott “Firefighter of the Year” during its annual Public Safety Officer Recognition Program.“Eagan Rotary knows that a good city is a safe city,” said Jill Hutmacher, chair of vocational services with Eagan Rotary and director of community development with Eagan. “Once a year Eagan Rotary recognizes exceptional individuals who are protecting our city in the most challenging circumstances. It is my pleasure that these two individuals, Chief Mike Scott and Officer Joe Moseng, are acknowledged for the work they are doing on the street and behind the scenes to prepare for and respond to emergencies of all types.”Moseng has been with the Eagan Police Department for nine years and is the 24th officer to earn this recognition from Rotary.",publicSecurity
199,"Justin Bieber is making a new foray into the beauty industry, announcing on Instagram today that he is launching a natural deodorant called Here + Now, a product in conjunction with the vegan and cruelty-free beauty brand Schmidt's. ""New collab coming this Fall,"" the singer wrote alongside his post—which pictures a blissful Bieber, eyes closed, with arms (and armpits) exposed to the wind.While it’s not his first move into beauty—as a tween pop star he did, of course, lend his name to a set of fragrances—this collaboration is uniquely of the moment, considering that natural beauty, and natural deodorant in particular, is on the rise. As some scientists have suggested a potential link between aluminum-based antiperspirants and breast cancer, the search for a perfect, chemical-free underarm solution has felt fervent lately. While it's not yet announced what scent or vibe Bieber will go for, the end result will certainly be all-natural: Schmidt’s current offerings use a range of minerals and plant ingredients to neutralize odor.The renewed interest in beauty products seems to be running in the family: Bieber's news arrives about a month after his wife, Hailey, reportedly filed for the trademark “Bieber Beauty,” with the intent to launch a cosmetics line.Here, Justin Bieber's hair evolution, from teen pop star to married man.",cosmetics
200,"Allure readers voted on the most game-changing beauty products of the year, and the results are in: The winners of the 2019 Allure Readers’ Choice Breakthrough Awards are some of the most exciting beauty innovations we’ve seen yet.Case in point: The Dyson Airwrap, a hair styling tool that delivers a whole range of looks — bouncier blowouts, longer-lasting curls, and frizz-smoothing flat-ironing — with technology borrowed from jet engines, of all things. It makes for one speedy, super-powered styling tool. Seriously, whoever thought we’d be curling our hair with an assist from aeronautics? But here we are. And that high-flying tool is just one of five beauty innovations that bowled over Allure readers — and editors, of course — this year.Huda Beauty's epic The New Nude Eye Shadow Palette is a sparkling assortment of eye shadows that YouTube sensation Huda Kattan designed to challenge our definition of nude — they also happen to be jaw-dropping colors.",cosmetics
201,"The 2019 Jaguar F-Pace SVR captivated us in Europe with its punchy powertrain and deafening exhaust note. Jag's super SUV has finally made it to our shores, but with one key difference—unlike the sticky summer performance tires fitted in our European test vehicle, all F-Pace SVRs headed to the U.S. can only be had with all-season rubbers (Pirelli Scorpion Zeros, to be exact). We've been eager to see how those less aggressive tires would affect our impressions and now we've had the chance.One thing that hasn't wavered is our admiration for this engine. Producing 550 horsepower and 502 lb-ft, the F-Pace SVR's 5.0-liter supercharged V-8 is explosive—its immediate power delivery is simply unmatched by turbocharged competitors that often feel laggy off the line. The eight-speed automatic behaves well with the high-strung engine and both, along with the all-wheel-drive system, help propel the 4,632-pound SVR to 60 mph in just 3.7 seconds. Reaching the quarter mile took 12.0 second at 116.5 mph.",automotiveEngineering
202,"Design studio Mandalaki introduced the Birò O2 during Milan design week — an 80% recycled plastics concept version of Estrima’s Birò 4-wheel, all-electric city car. Current Birò owners will be hard-pressed to see any differences in the recycled version from the current model. The Birò is a tiny two-seater sold in Europe. The EV city car fits in scooter-size parking spaces and has a removable battery in a case with wheels and a telescoping handle so owners can easily pull the battery into home or office for recharging, Dezeen reported. Unlike most car maker’s concept vehicles, which don’t appear on the market for several years and with only hints of their initial design elements, Estrima and Mandalaki expect to start selling the Birò O2 in July. Mandalaki ground plastic waste materials into a fine powder. The powder was then used in a molding process to create the Birò O2’s structural parts of the car.",automotiveEngineering
